Stationsindex;Datum;VGSL;VPGB;VPGH;TS05;TS10;TS20;TS50;TS100;ZFUMI;BF10;BF20;BF30;BF40;BF50;BF60;BFGSL;BFGLS;TSLS05;TSSL05;ZTKMI;ZTUMI;VPGPM;VPMB;VPWB;VPZB;VGLS;VWLS;VWSL;BFWLS;BFWSL;eor
         5906;20220415;    3.1;    4.0;    4.3;   16.4;   15.9;   14.7;   11.5;    9.0;    0;   67;   84;   94;   93;   94;   97;   88;   85;   17.1;   16.9;    0;    0;    3.3;    3.5;    3.7;    3.5;    3.0;    1.8;    2.0;   96;   96;eor                                                            
         5906;20220416;    2.8;    3.6;    3.6;   14.7;   14.7;   14.2;   11.9;    9.4;    0;   61;   80;   93;   93;   94;   97;   86;   82;   14.6;   15.2;    0;    0;    3.4;    3.2;    3.4;    3.2;    2.6;    1.7;    1.9;   93;   95;eor                                                            
         5906;20220417;    2.8;    3.8;    4.3;   14.8;   14.5;   13.8;   12.0;    9.7;    0;   54;   76;   92;   93;   94;   96;   84;   78;   14.5;   15.2;    0;    0;    3.4;    3.4;    3.7;    3.4;    2.7;    1.8;    2.0;   91;   93;eor                                                            
         5906;20220418;    2.6;    3.4;    4.5;   15.5;   15.1;   14.2;   12.2;   10.0;    0;   49;   72;   91;   93;   94;   96;   83;   75;   14.9;   15.9;    0;    0;    3.2;    3.1;    3.4;    3.1;    2.4;    1.8;    1.9;   89;   92;eor                                                            
         5906;20220419;    2.9;    3.9;    4.6;   15.9;   15.5;   14.6;   12.4;   10.2;    0;   42;   68;   90;   92;   94;   96;   81;   72;   15.7;   16.3;    0;    0;    3.5;    3.5;    3.9;    3.5;    2.7;    2.1;    2.2;   86;   90;eor                                                            
         5906;20220420;    2.9;    4.0;    4.0;   15.2;   15.0;   14.6;   12.7;   10.4;    0;   36;   64;   89;   92;   94;   96;   79;   69;   15.2;   15.5;    0;    0;    3.7;    3.5;    3.9;    3.5;    2.1;    2.2;    2.3;   83;   88;eor                                                            
         5906;20220421;    2.2;    3.0;    3.1;   14.6;   14.5;   14.2;   12.8;   10.7;    0;   31;   61;   89;   92;   94;   96;   77;   67;   14.7;   14.9;    0;    0;    2.9;    2.7;    3.0;    2.7;    1.2;    1.7;    1.8;   80;   87;eor                                                            
         5906;20220422;    2.7;    3.7;    3.9;   15.3;   14.9;   14.3;   12.8;   10.8;    0;   25;   57;   88;   91;   94;   96;   75;   66;   15.4;   15.6;    0;    0;    3.5;    3.3;    3.7;    3.3;    1.3;    2.2;    2.3;   77;   85;eor                                                            
         5906;20220423;    1.8;    2.6;    2.4;   14.9;   14.8;   14.4;   12.9;   11.0;    0;   21;   55;   88;   91;   93;   96;   74;   64;   15.0;   15.2;    0;    0;    2.7;    2.2;    2.6;    2.2;    0.9;    1.6;    1.7;   75;   84;eor                                                            
         5906;20220424;    1.0;    1.0;    1.4;   12.3;   12.8;   13.4;   12.9;   11.1;    0;   21;   53;   87;   91;   93;   96;   74;   64;   12.3;   12.4;    0;    0;    1.2;    0.8;    1.1;    0.8;    0.8;    1.1;    1.1;   75;   84;eor                                                            
         5906;20220425;    1.9;    2.7;    2.3;   13.5;   13.1;   12.8;   12.5;   11.2;    0;   17;   51;   87;   91;   93;   96;   72;   63;   13.6;   13.8;    0;    0;    2.5;    2.5;    2.7;    2.5;    1.0;    1.7;    1.8;   73;   83;eor                                                            
         5906;20220426;    1.9;    1.9;    1.5;   13.2;   13.3;   13.3;   12.5;   11.3;    0;   20;   49;   86;   91;   93;   96;   73;   63;   13.4;   13.4;    0;    0;    1.8;    1.6;    2.0;    1.6;    1.9;    2.0;    2.0;   73;   83;eor                                                            
         5906;20220427;    1.9;    2.7;    3.0;   14.9;   14.3;   13.5;   12.4;   11.3;    0;   16;   46;   86;   91;   93;   96;   71;   61;   15.5;   15.2;    0;    0;    2.8;    2.6;    2.8;    2.6;    1.4;    1.9;    2.0;   71;   81;eor                                                            
         5906;20220428;    2.7;    4.1;    5.3;   16.2;   15.5;   14.5;   12.7;   11.3;    0;   10;   42;   85;   90;   93;   96;   69;   60;   16.9;   16.6;    0;    0;    3.6;    3.8;    4.2;    3.8;    1.4;    2.9;    3.0;   67;   79;eor                                                            
         5906;20220429;    2.0;    3.4;    4.5;   17.0;   16.4;   15.4;   13.1;   11.4;    0;    7;   38;   84;   90;   93;   95;   68;   59;   17.2;   17.4;    0;    0;    3.2;    3.0;    3.6;    3.0;    0.7;    2.5;    2.6;   64;   78;eor                                                            
         5906;20220430;    1.1;    1.1;    0.4;   12.7;   13.5;   14.3;   13.5;   11.5;    0;   46;   38;   84;   90;   93;   95;   74;   70;   12.2;   12.7;    0;    0;    1.0;    0.6;    1.3;    0.6;    1.0;    1.3;    1.3;   75;   84;eor                                                            
         5906;20220501;    1.3;    1.7;    1.4;   14.2;   13.8;   13.4;   13.0;   11.7;    0;   42;   37;   83;   90;   93;   95;   73;   68;   14.3;   14.3;    0;    0;    2.0;    1.6;    1.8;    1.6;    1.3;    1.4;    1.5;   73;   83;eor                                                            
         5906;20220502;    2.1;    2.8;    3.4;   15.9;   15.3;   14.4;   13.0;   11.7;    0;   37;   35;   82;   90;   92;   95;   72;   65;   16.8;   16.2;    0;    0;    2.8;    2.6;    3.0;    2.5;    2.0;    2.3;    2.4;   71;   81;eor                                                            
         5906;20220503;    2.2;    3.0;    3.6;   17.8;   17.2;   15.9;   13.4;   11.8;    0;   32;   33;   81;   90;   92;   95;   70;   63;   18.0;   18.1;    0;    0;    2.9;    2.6;    3.2;    2.5;    2.1;    2.4;    2.5;   68;   80;eor                                                            
         5906;20220504;    3.3;    3.3;    4.4;   18.6;   18.1;   16.8;   14.0;   11.9;    0;   37;   30;   80;   89;   92;   95;   71;   63;   19.0;   18.8;    0;    0;    3.1;    2.9;    3.5;    2.8;    3.3;    3.5;    3.5;   68;   80;eor                                                            
         5906;20220505;    1.3;    1.3;    1.2;   14.7;   15.1;   15.6;   14.4;   12.0;    0;   35;   30;   79;   89;   92;   95;   70;   62;   14.5;   14.8;    0;    0;    1.4;    1.1;    1.5;    1.0;    1.3;    1.5;    1.5;   66;   79;eor                                                            
         5906;20220506;    3.2;    4.4;    4.4;   17.8;   17.0;   15.7;   14.1;   12.2;    0;   27;   26;   78;   89;   92;   95;   68;   58;   18.3;   18.1;    0;    0;    3.8;    4.0;    4.6;    3.7;    3.1;    3.7;    3.8;   62;   76;eor                                                            
         5906;20220507;    3.0;    4.1;    5.0;   19.2;   18.4;   17.1;   14.5;   12.3;    0;   20;   22;   77;   89;   92;   95;   66;   56;   19.4;   19.4;    0;    0;    4.0;    3.7;    4.4;    3.5;    1.7;    3.5;    3.6;   58;   74;eor                                                            
         5906;20220508;    3.4;    3.4;    4.6;   18.2;   18.1;   17.5;   15.0;   12.5;    0;   24;   20;   76;   89;   92;   95;   66;   57;   18.8;   18.4;    0;    0;    3.1;    2.8;    3.7;    2.7;    2.8;    3.7;    3.7;   57;   73;eor                                                            
         5906;20220509;    3.1;    4.3;    4.7;   20.2;   19.3;   17.8;   15.2;   12.7;    0;   16;   16;   75;   88;   91;   94;   64;   55;   20.8;   20.5;    0;    0;    4.2;    4.0;    4.5;    3.8;    1.4;    3.7;    3.8;   53;   71;eor                                                            
         5906;20220510;    2.8;    4.5;    4.6;   20.1;   19.6;   18.5;   15.7;   12.9;    0;   10;   12;   74;   88;   91;   94;   62;   54;   20.5;   20.3;    0;    0;    3.7;    4.0;    4.8;    3.8;    0.7;    3.8;    4.1;   49;   68;eor                                                            
         5906;20220511;    3.3;    7.0;    7.0;   21.5;   20.7;   19.2;   16.1;   13.1;    0;    5;    8;   72;   88;   91;   94;   60;   53;   22.3;   22.1;    0;    0;    5.9;    5.7;    7.7;    5.6;    1.2;    4.2;    6.8;   44;   64;eor                                                            
         5906;20220512;    1.6;    5.4;    4.5;   21.4;   20.9;   19.8;   16.6;   13.4;    0;    3;    5;   71;   87;   91;   94;   59;   52;   21.4;   21.9;    0;    0;    5.1;    4.5;    5.8;    4.5;    0.6;    2.3;    4.9;   42;   60;eor                                                            
         5906;20220513;    1.1;    5.6;    5.5;   21.8;   21.3;   20.1;   16.9;   13.6;    0;    1;    4;   70;   87;   91;   94;   58;   52;   21.4;   22.3;    0;    0;    5.1;    4.7;    6.0;    4.6;    0.6;    2.0;    5.2;   40;   57;eor                                                            
         5906;20220514;    0.8;    4.7;    5.5;   22.1;   21.4;   20.1;   17.2;   13.9;    0;    0;    3;   69;   87;   90;   94;   57;   51;   22.0;   22.5;    0;    0;    4.4;    4.1;    5.2;    4.0;    0.5;    1.3;    4.2;   38;   54;eor                                                            
         5906;20220515;    0.7;    4.9;    7.0;   23.1;   22.4;   20.9;   17.6;   14.1;    0;    0;    2;   68;   86;   90;   94;   57;   50;   23.5;   23.5;    0;    0;    4.9;    4.6;    5.8;    4.6;    0.5;    1.2;    4.2;   37;   52;eor                                                            
         5906;20220516;    0.7;    3.6;    2.6;   21.4;   21.3;   20.8;   18.0;   14.4;    0;    0;    2;   68;   86;   90;   94;   56;   50;   21.6;   21.7;    0;    0;    3.5;    3.2;    4.3;    3.1;    0.6;    1.1;    2.9;   36;   50;eor                                                            
         5906;20220517;    0.6;    4.8;    6.4;   23.3;   22.3;   20.8;   18.0;   14.7;    0;    0;    2;   67;   86;   90;   93;   56;   49;   24.0;   23.6;    0;    0;    4.5;    4.4;    5.5;    4.3;    0.5;    1.1;    2.8;   35;   48;eor                                                            
         5906;20220518;    0.8;    5.9;    7.0;   24.2;   23.4;   21.9;   18.4;   14.9;    0;    0;    2;   66;   85;   90;   93;   55;   48;   25.1;   24.5;    0;    0;    5.5;    5.5;    7.0;    5.4;    0.7;    1.4;    3.0;   34;   46;eor                                                            
         5906;20220519;    0.8;    6.3;    7.0;   24.7;   23.9;   22.5;   18.9;   15.1;    0;    0;    1;   64;   85;   89;   93;   55;   48;   25.9;   25.2;    0;    0;    5.6;    5.8;    7.4;    5.7;    0.7;    1.5;    3.0;   33;   44;eor                                                            
         5906;20220520;    0.6;    5.1;    6.0;   24.5;   23.9;   22.8;   19.3;   15.4;    0;    0;    1;   63;   85;   89;   93;   54;   47;   25.6;   25.4;    0;    0;    4.7;    4.7;    6.1;    4.6;    0.6;    1.3;    2.4;   31;   43;eor                                                            
         5906;20220521;    0.5;    4.1;    4.7;   21.8;   21.8;   21.7;   19.5;   15.7;    0;    0;    1;   63;   84;   89;   93;   54;   46;   22.4;   22.7;    0;    0;    4.0;    3.6;    4.8;    3.5;    0.4;    1.0;    1.8;   31;   42;eor                                                            
         5906;20220522;    0.6;    4.7;    6.0;   23.0;   22.2;   21.3;   19.3;   15.9;    0;    0;    1;   62;   84;   89;   93;   54;   46;   23.8;   23.9;    0;    0;    4.4;    4.3;    5.6;    4.2;    0.6;    1.3;    2.0;   30;   41;eor                                                            
         5906;20220523;    2.4;    4.1;    3.0;   22.3;   22.2;   21.6;   19.3;   16.1;    0;    6;    1;   61;   84;   89;   93;   56;   49;   22.3;   22.7;    0;    0;    3.7;    3.3;    5.0;    3.5;    2.7;    2.8;    3.1;   32;   42;eor                                                            
         5906;20220524;    1.3;    4.4;    4.1;   19.7;   20.1;   20.4;   19.2;   16.2;    0;    4;    1;   60;   84;   89;   92;   55;   48;   19.6;   20.1;    0;    0;    4.0;    3.7;    4.9;    3.7;    1.1;    2.4;    2.6;   30;   40;eor                                                            
         5906;20220525;    0.8;    5.0;    5.0;   20.1;   19.9;   19.6;   18.8;   16.3;    0;    2;    1;   59;   83;   88;   92;   54;   47;   20.5;   20.6;    0;    0;    4.5;    4.6;    5.5;    4.7;    0.6;    1.6;    2.3;   28;   39;eor                                                            
         5906;20220526;    0.6;    4.0;    4.6;   19.9;   19.9;   19.6;   18.6;   16.3;    0;    1;    1;   58;   83;   88;   92;   54;   46;   20.0;   20.4;    0;    0;    3.8;    3.6;    4.5;    3.8;    0.5;    1.1;    1.6;   27;   38;eor                                                            
         5906;20220527;    0.4;    3.3;    2.6;   18.4;   18.7;   18.9;   18.4;   16.3;    0;    1;    1;   57;   83;   88;   92;   54;   46;   18.1;   18.7;    0;    0;    3.2;    2.9;    3.6;    3.1;    0.4;    0.9;    1.1;   26;   38;eor                                                            
         5906;20220528;    0.8;    3.3;    3.4;   17.4;   17.7;   18.0;   18.0;   16.3;    0;    0;    1;   56;   83;   88;   92;   54;   46;   17.2;   17.7;    0;    0;    3.2;    3.0;    3.7;    3.2;    0.8;    1.2;    1.4;   26;   37;eor                                                            
         5906;20220529;    2.5;    3.7;    3.4;   17.6;   17.7;   17.7;   17.6;   16.2;    0;   10;    1;   56;   83;   88;   92;   55;   48;   18.2;   18.0;    0;    0;    3.6;    3.3;    4.2;    3.7;    2.8;    2.5;    2.3;   28;   38;eor                                                            
         5906;20220530;    1.3;    3.7;    3.9;   17.8;   17.7;   17.6;   17.3;   16.1;    0;    6;    2;   55;   82;   88;   92;   54;   46;   18.2;   18.2;    0;    0;    3.8;    3.6;    4.0;    3.9;    1.4;    2.0;    1.7;   26;   37;eor                                                            
